StudentName,SSN,Address,PhoneNumber,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
Michael Williams,263-64-3925,"949 Knox Pines Apt. 828, North Shelbyburgh, TX 57508",871-803-6722,1537,18,1,2,1,4.741407823,6,0,1,0,0,1,0,2.153371206,3
Peter Terry,028-78-5715,"906 Lindsey Loaf, Patrickview, MT 26355",606-958-3596,1538,17,1,0,1,8.945459363,8,0,2,0,0,1,0,2.44310292,3
Kristin Barnes,778-23-0950,"61245 Zachary Skyway, Jeremyberg, FL 52288",530-387-7664,1539,15,1,1,2,1.447527864,21,0,1,0,0,0,0,0.270088555,4
Alexis Knight,499-85-6412,"786 Campbell Court Suite 757, Lindabury, DC 30901",624-515-5431,1540,16,0,1,4,19.08263283,25,0,3,0,0,1,0,1.316724623,4
William Ball,108-29-9522,"22606 Jason Lake, West Brittany, ME 08958",892-817-8190,1541,17,0,0,0,4.465108021,20,0,2,1,0,0,0,0.817714202,4
Max Carroll,568-33-8976,"5018 William Corner Suite 412, Kerryville, CO 16314",289-728-7228,1542,16,0,1,2,18.44615551,11,0,0,0,1,0,0,2.05694597,3
Garrett Smith,195-51-1724,"PSC 8451, Box 9078, APO AE 96269",513-875-8495,1543,17,0,2,0,8.517863101,6,1,3,1,0,0,0,3.219333348,1
Gary Kaufman,422-06-9482,"0424 Linda Wall, New Garrettport, OR 69767",274-622-4725,1544,16,0,0,1,19.71048267,13,1,2,0,0,0,0,2.24087006,3
Lydia Robinson,373-78-5844,"19106 Romero Lake Suite 167, North Alexandra, GA 71547",365-130-1398,1545,15,1,2,2,11.08116767,14,1,2,0,1,0,0,1.913799797,4
Susan Rodriguez,179-30-3751,"4970 Victoria Rue, East Shawn, NJ 82765",532-119-7146,1546,18,0,1,2,18.61665728,14,0,3,0,0,1,0,2.240334376,3
Michael Gonzalez,798-40-4995,"PSC 4540, Box 7174, APO AE 02855",730-681-7769,1547,15,0,3,1,0.106979774,5,0,1,1,0,0,0,2.254547586,3
Caitlyn Perez,591-13-6211,"07451 Nicholas Manors, Sarahton, GA 14839",217-415-5224,1548,18,0,0,1,14.96477612,20,0,1,1,1,1,0,1.89130043,4
Miguel Watson,303-98-3457,"7046 Brittney Rue, Crystaltown, IA 79489",793-246-9524,1549,16,0,0,0,18.06101306,13,0,1,0,0,1,0,2.206226341,3
Brandi Hicks,277-63-9057,"6442 Morton Grove, Davisborough, HI 54284",203-658-1211,1550,17,0,1,1,2.79441134,1,1,2,0,1,0,0,3.335098155,1
Jeffrey Perkins,494-83-7659,"134 Aimee Lodge, North Blakeberg, NE 02765",314-154-8343,1551,15,0,0,4,1.922517035,7,0,1,1,1,0,0,2.411986461,3
Ross Ray,837-28-4029,"7313 Michael Rest Apt. 893, Bartonland, OR 06344",298-992-6867,1552,18,0,2,3,8.491452144,12,0,3,0,1,0,0,2.160978519,3
Christine Sanchez,389-46-1209,"4796 Christopher Lodge, Dawsonborough, CT 28692",272-188-2070,1553,15,1,2,1,18.67357812,22,0,1,0,1,0,0,1.165394363,4
Cheryl Miranda,591-44-6391,"933 Mcdonald Overpass, Reyesside, AK 23937",263-405-6574,1554,18,1,0,2,10.8477312,5,0,4,0,0,0,0,2.583500636,2
Teresa Crosby,509-77-4150,"854 Sara Pines Suite 368, Perezfurt, SD 14305",568-446-3969,1555,15,0,1,3,10.54912927,4,1,1,0,1,0,0,3.017063256,1
Edward Burke,206-73-4437,"3807 Lisa Plains Suite 848, North Jennamouth, IN 46035",752-199-7585,1556,18,1,1,0,2.822522366,4,0,1,1,1,0,1,2.576174697,2
Ruth Poole,675-42-5930,"0163 Victoria Ways Apt. 093, West Molly, VT 77909",462-669-9634,1557,18,1,0,3,0.015790222,24,0,1,0,0,0,0,0.23334988,4
Pamela Mueller,883-78-8940,"488 Ramirez Fields Apt. 954, Barrettside, WI 40832",393-367-3501,1558,16,1,3,3,16.20280181,0,0,3,1,0,0,0,3.646516389,0
Jason Gallegos,212-03-8801,"684 Michael Streets, North Denise, AR 91988",484-467-7199,1559,18,1,2,0,1.75149126,8,1,2,1,1,0,0,2.605425232,2
Joseph Stephenson,024-32-3427,"865 Oliver Place, Patriciaport, FL 68760",276-184-3961,1560,16,0,1,1,12.67699637,5,0,3,1,0,1,0,3.366929515,1
Carol Hernandez,421-60-8306,"29823 White Common, North Christian, RI 59995",964-123-5157,1561,18,1,2,4,18.29232909,19,0,3,0,1,0,0,1.583780258,4
Joshua Rodriguez,882-12-3807,"50190 George Fords, West Barbaraville, PA 88221",398-475-9932,1562,17,1,0,2,4.173038263,25,0,4,0,0,1,0,0.776396706,4
Robert Jimenez,700-51-9043,"8757 Melissa Extension Suite 700, Bergland, AL 41249",251-764-8201,1563,17,1,3,0,13.30545672,29,1,3,0,0,1,0,0.78348664,4
Bryan Bowen,185-36-8875,"1986 Mark Bypass, South Sandra, MO 50190",489-168-4096,1564,17,0,1,1,1.573971534,6,0,0,0,0,1,0,2.328311711,3
Jeanne Dixon,448-22-4247,"063 Jason Trafficway, Thompsonborough, UT 66959",925-254-6560,1565,18,0,2,2,12.07510288,8,0,3,1,0,0,0,2.718465436,2
Katherine Torres,792-53-9164,"094 Juan Haven, Port Markport, WV 87276",555-119-4393,1566,16,0,2,2,3.278634419,4,1,4,1,0,0,0,3.244882203,1
Jeremy Dawson,322-04-2942,"47924 Laura Roads Suite 195, East Jennifer, KY 79789",648-123-6213,1567,16,0,0,2,14.71907121,13,1,4,1,0,0,0,2.865674749,2
Ashley Atkins,259-18-9772,"212 Jones Keys Apt. 381, New Lynn, OH 11171",810-621-4657,1568,18,0,2,4,6.024625896,4,0,1,0,0,0,0,2.326326756,3
Karen Allen,539-18-2408,"58399 Zachary Loaf, Ernestfort, NY 08519",361-262-7958,1569,17,0,0,1,9.267820176,7,1,3,0,1,1,0,3.303066679,1
Christine Holden,415-80-2962,"5457 Christopher Street, Hollymouth, NC 49462",739-478-9524,1570,17,0,0,2,11.98861084,6,0,1,0,0,0,0,2.489218238,3
Maria Dennis,298-95-2531,"1631 Steven Mill, Espinozaland, VA 51545",585-321-4950,1571,16,1,0,2,3.425468213,12,1,1,1,1,1,0,2.600264187,2
Kyle Nelson,201-04-5012,"702 Joshua Turnpike, Susanmouth, NV 18159",262-218-7755,1572,17,1,3,2,14.83275637,12,0,3,0,0,0,0,2.119171492,3
Tracey Myers,432-81-1345,"5886 Andrea Estates, East Bryan, PA 46473",666-884-3472,1573,15,1,2,1,6.052806813,7,0,4,0,0,0,0,2.522694548,2
Scott Young,544-51-7489,"4738 Joseph Cove Suite 951, Stevenland, NH 33789",584-875-6855,1574,16,0,2,4,13.2474372,10,1,2,0,0,0,0,2.47585411,3
Matthew Moreno,714-91-1412,"881 Bryan Valleys Apt. 217, Hopkinsstad, RI 31905",251-408-3775,1575,17,0,2,3,3.165661014,27,1,3,1,0,0,0,0.782809234,4
Brandi Davis,313-05-3497,"405 Nguyen Oval, Guzmanchester, HI 67764",575-122-2399,1576,16,0,1,2,13.76235318,25,0,0,1,0,0,0,0.766404869,4
Tracy Rogers,318-99-5780,"PSC 9440, Box 3615, APO AP 24553",371-558-6276,1577,15,0,3,2,2.563761456,17,1,0,1,0,0,0,1.283622078,4
Tammy Watts,009-09-6511,"0289 Roberts Lakes Apt. 592, Lake William, AR 88550",548-937-2213,1578,16,0,0,1,8.507129925,24,0,2,1,0,0,0,0.643145933,4
Chelsea Jones,551-45-7821,"603 Garrison Court Suite 393, Jessicatown, KY 85464",990-730-6768,1579,16,1,0,2,4.944121475,18,1,2,0,0,0,0,1.669230217,4
David Galloway,127-27-6688,"96211 Sandra Underpass, East Chase, IN 55402",757-850-9015,1580,16,1,0,2,14.96750499,5,0,3,0,0,0,0,3.282070051,1
Patrick Aguilar,274-27-5363,"177 Mcgrath Cove, Richardsonmouth, NV 52535",676-388-6933,1581,16,0,2,2,5.24070009,21,0,2,0,1,0,0,0.743714017,4
Jonathan Rodriguez,135-09-0847,"073 Lisa Estates, Tommyside, KS 57780",675-388-2327,1582,15,0,2,4,17.63434613,1,0,2,0,0,0,1,3.325066843,1
Robert Little,583-10-2488,"851 Manuel Walks Suite 195, Rhondaberg, OH 79853",251-967-4124,1583,18,0,0,2,17.83640423,27,0,2,1,1,0,1,1.184519764,4
Gina Leonard,594-58-7204,"2264 Wilson Lakes, Robertsshire, WV 30786",798-533-9605,1584,16,0,0,1,3.928826304,12,0,1,0,0,0,0,1.616536099,4
Gabrielle Williams,402-04-9114,"8367 Yvette Spurs Apt. 534, North Deborahside, VA 73144",744-542-6959,1585,16,1,2,2,12.2769189,22,0,4,0,0,0,0,1.583083971,4
Sherry Thompson,846-93-1378,"8293 Bryant Lights Suite 121, East Chris, OK 11205",566-616-1191,1586,17,0,0,1,1.754352834,24,0,2,0,0,0,0,0.184251489,4
Molly Merritt,753-04-8886,"993 Pittman Land, Martinezberg, ND 53974",296-269-3358,1587,16,0,2,1,7.830741992,27,1,2,0,0,0,0,0.472181042,4
Ronald Cooper,473-37-0076,"04725 Courtney Lodge, Melissaland, PA 20263",829-880-2500,1588,17,0,3,1,14.26643459,25,0,3,1,1,0,0,1.299355518,4
Laura Porter,478-87-5776,"1829 Olivia Ports Apt. 782, North Lauramouth, NM 10644",494-266-3958,1589,18,0,0,2,13.18846494,10,0,2,0,0,0,1,2.379628283,3
Mark Hunter,878-69-6797,"PSC 9791, Box 6172, APO AE 45401",332-153-9401,1590,15,1,0,2,12.49401339,0,0,3,0,0,0,0,3.56628313,0
Betty Brown,393-83-0688,"982 Vargas Plains Suite 195, Martinmouth, WA 71555",509-306-9525,1591,15,0,2,2,5.650817273,23,0,1,0,0,0,0,0.278347571,4
Keith Smith,476-50-4835,"04087 David Route Suite 401, Joshuastad, WI 48070",373-989-8290,1592,18,0,2,2,7.560498989,1,0,1,0,0,0,0,2.421546883,3
Gina Gomez,704-23-3644,"0597 Saunders Unions Apt. 610, Wagnertown, VA 51295",763-782-1182,1593,15,1,1,2,2.058922894,29,0,4,0,1,0,1,0.617680424,4
Emily Mcgrath,581-89-8434,"2581 Christopher Common, Williamview, TX 32497",760-823-4630,1594,18,1,3,1,14.38045641,16,0,3,0,0,0,0,1.804726658,4
Melanie Powell,710-76-7006,"PSC 8412, Box 0133, APO AA 83826",546-254-8232,1595,18,1,0,3,10.07777594,7,0,2,1,0,0,0,2.63520813,2
Gabriela May,551-85-7246,"7568 Erickson Falls, Clarkton, OH 74858",705-579-7261,1596,18,0,1,1,14.17531265,1,0,3,0,0,0,1,3.436025389,1
Christopher Jones,565-58-4962,"Unit 6922 Box 2905, DPO AE 86472",538-515-2042,1597,15,0,2,1,4.978870496,5,0,4,0,0,1,1,2.737377926,2
Jennifer Moore,185-96-9235,"4446 Lowe Springs Apt. 300, Sharonfurt, UT 93239",641-935-8853,1598,17,1,2,2,6.488764573,21,1,1,1,0,0,1,1.14669608,4
Wendy Garrett,742-49-6390,"36108 Brown Circle Suite 032, Collinsborough, GA 71783",912-496-9467,1599,18,1,0,1,6.684306745,4,0,0,0,0,0,0,2.405267526,3
Thomas Vaughn,035-44-9531,"06701 Ryan Avenue, Williamsmouth, NM 33662",646-403-6790,1600,16,1,2,0,0.514848195,15,1,2,0,0,1,0,1.525282049,4
Jason Larson,402-31-4420,"443 Paige Common Apt. 912, South Jameshaven, PA 51731",367-567-1331,1601,15,1,1,2,6.820957457,7,0,1,1,1,0,0,2.446157081,3
Seth Miller,363-21-0346,"Unit 3528 Box 5521, DPO AP 66722",584-915-4198,1602,18,1,0,2,16.06609147,18,1,1,1,0,1,0,1.952953012,4
Samuel Martin,466-15-5922,"105 James Island, South Ian, ID 42669",708-627-8217,1603,18,1,0,2,17.94596991,15,0,3,1,0,0,0,2.293087191,3
Leslie Craig,662-28-7458,"39388 Davis Run, Rebeccastad, MS 67412",460-980-6238,1604,16,0,2,4,10.36436631,12,0,0,0,0,1,0,1.471672029,4
Cynthia Medina,729-44-4967,"49070 Kiara Harbor Suite 789, Pamelaland, CO 67612",461-911-7311,1605,17,0,0,2,9.110033904,25,1,3,0,0,0,1,1.106713498,4
Brad Hall,060-28-2420,"7003 Calhoun Wells Suite 829, Joannaburgh, OK 72298",615-890-6354,1606,17,0,0,3,0.616492374,19,0,2,0,1,0,1,1.205856976,4
Charles Ochoa,776-94-6080,"16606 Erica Turnpike Suite 433, East Franciscoshire, IN 61011",826-775-8946,1607,17,1,0,1,17.58408675,6,0,2,0,0,0,0,2.559070355,2
Daniel Carroll,264-92-0288,"USCGC Curtis, FPO AA 00892",719-621-7036,1608,18,1,2,2,0.260204269,15,0,3,1,1,1,0,2.457651022,3
Stephen Wright,101-79-9984,"61146 Vernon Bridge Apt. 251, Randolphville, CA 50095",716-283-9346,1609,18,1,1,3,18.8950016,22,1,2,0,0,0,0,1.226741286,4
Christopher Duke,547-57-4058,"42334 Matthew Plaza, West Tanya, MN 68567",269-490-6786,1610,18,1,2,2,9.784324974,15,0,1,0,0,0,1,1.590433098,4
Carolyn Keller,768-86-2301,"786 Tamara Land, Hayesport, LA 70874",358-613-6792,1611,15,1,0,2,6.838689871,28,0,1,1,0,0,0,0.310669533,4
Jeremy Jones,307-23-9215,"436 Brenda Drives, South Robert, VT 96038",398-178-9786,1612,16,1,1,1,18.4843687,11,1,3,1,0,0,0,2.771810659,2
Ralph Lewis,890-89-7819,"0362 Brian Island, South Markbury, OK 14119",314-292-3414,1613,18,0,1,0,0.487819862,13,0,1,1,0,0,0,1.582682992,4
Stephen Chen,555-46-6599,"7799 Boyd Cape, Mackville, MD 67131",987-951-4379,1614,16,0,2,2,11.6284979,23,1,0,1,0,0,1,1.105587098,4
Rhonda Phillips,813-86-5903,"58818 Holly Unions, Adamland, WI 97416",528-286-3431,1615,16,1,3,1,10.97865049,17,0,4,0,0,0,0,2.300296135,3
Brooke Miller,205-87-4059,"73005 James Trace Apt. 438, West Susanmouth, VA 16540",968-815-6376,1616,17,0,0,3,4.386408024,26,1,4,1,1,0,0,0.991883698,4
Michelle Murphy,332-60-2159,"6688 Wagner Tunnel, Lisaview, KS 80218",363-751-7420,1617,15,1,1,1,8.577748627,27,0,2,0,1,1,1,0.165110622,4
Monica Higgins,213-77-2578,"074 Mark Oval Apt. 963, South Kenneth, MA 09492",847-884-5883,1618,18,0,0,4,13.04528012,17,0,0,0,0,0,0,0.989329921,4
Amy George,380-12-4777,"81421 White Village Suite 642, East Robertberg, AL 68005",426-239-6560,1619,17,1,1,4,14.54262394,15,0,3,1,0,1,0,2.230253521,3
Jennifer Duncan,194-74-0707,"91037 Hernandez Summit, North Reneeland, MT 88121",923-107-4767,1620,17,1,0,1,0.014337174,19,0,3,1,0,0,0,1.383528078,4
Thomas Foster,700-23-5087,"07937 Roman Highway, North Ryanside, HI 79048",882-170-6480,1621,18,0,0,1,18.7370686,15,0,1,1,1,0,0,2.131405263,3
Brian Jones,373-25-1194,"770 Evans Union Suite 183, East Erinmouth, NY 64275",545-636-8741,1622,16,0,0,3,3.290507448,12,0,1,1,0,1,0,1.868276923,4
Susan Massey,387-42-3095,"4878 Sean Ridges, Anthonyfurt, AZ 27159",869-515-1413,1623,17,1,1,4,4.671608684,25,0,3,1,0,1,0,1.247481944,4
Sara Hays,505-76-2818,"667 James Ridge Apt. 964, Kiddchester, MA 16716",384-413-9209,1624,16,1,0,2,5.269468914,28,0,4,0,0,0,0,0.299907548,4
Brianna Tran,711-82-3260,"0173 John Freeway Suite 349, West Melody, SD 52696",377-581-7973,1625,15,0,2,1,0.756402731,8,0,3,1,0,0,1,2.705195695,2
Gabriel Bass,739-08-6145,"542 Pace Isle Apt. 577, East Dannychester, NY 34193",290-981-1482,1626,16,0,0,2,2.461042472,25,0,1,1,1,1,0,0.897938092,4
Todd Wang,815-26-1467,"988 Perez Expressway Apt. 353, Robinsonmouth, MS 65307",608-976-7162,1627,15,1,0,2,19.72699846,27,0,2,1,1,0,0,1.391731791,4
Melissa Hernandez,029-04-3609,"3776 Jessica Glen Suite 809, Ryanchester, NJ 95869",799-498-1566,1628,16,0,2,1,6.304334748,8,0,3,0,0,0,0,2.150546166,3
Daniel Wilson,738-39-8131,"490 Marquez Fall Apt. 142, East Lee, PA 38313",603-365-1311,1629,17,1,0,2,2.306021807,12,0,1,0,0,0,0,1.448741242,4
Kevin Miranda,843-01-2857,"4190 Angela Grove, New Nicholas, SC 31613",866-847-7862,1630,17,1,0,0,2.139825223,28,0,1,1,0,1,0,0.0,4
Megan Henry,347-37-1055,"20480 Olson Walks, Thomasberg, NV 50819",938-855-5784,1631,15,1,1,0,14.38919935,3,1,1,0,0,0,0,3.091715028,1
Ruben Green,254-58-2057,"34826 Spencer Port, Lindaland, NY 71074",794-712-5608,1632,18,1,0,1,17.09137328,8,0,2,0,0,0,0,2.576927695,2
Kelly Berry,847-47-9929,"081 James Shore, South Shariport, TX 64564",257-388-3446,1633,15,0,0,1,5.13904599,14,0,2,0,0,0,0,1.955872527,4
Courtney Vargas,334-18-6730,"602 Hernandez Mill Suite 893, Meganberg, MA 12176",252-730-5046,1634,15,0,0,1,0.418190247,13,0,3,0,1,0,0,1.878708344,4
Brandi Walls,118-76-9937,"59253 Angela Mountains Suite 354, Mccallberg, AL 28404",957-968-5805,1635,16,0,3,2,4.461800369,18,1,3,1,1,0,0,1.630400132,4
Beverly Kaufman,140-81-7737,"23699 Curtis Meadows Suite 676, Cassandraton, ND 24490",763-392-5119,1636,16,0,1,1,1.130313816,11,0,4,0,0,1,0,2.37274811,3
Nicole Ross,610-14-1550,"309 Hill Garden Suite 175, New Brandonside, AK 27306",510-868-5474,1637,15,0,1,1,2.067898733,20,1,3,1,0,0,0,1.279370611,4
Colton Lewis,769-48-8166,"571 Collins Mountain Suite 666, Port Johnstad, UT 89310",647-439-9475,1638,17,0,1,1,8.630162397,25,0,1,0,0,0,1,0.155004788,4
Michael Gross,096-52-2365,"0081 Mcintosh Skyway Suite 574, East Lisa, NV 23774",986-517-7262,1639,16,0,0,4,4.598367417,24,1,2,0,1,1,1,1.278347034,4
Amy Chen,182-99-1100,"PSC 3014, Box 0001, APO AP 31224",217-396-7244,1640,18,1,0,2,10.31891757,5,0,2,0,1,0,0,2.655993566,2
Justin Erickson,794-62-5238,"16841 Daniel Plains Suite 193, Mannland, ND 89157",604-661-9181,1641,16,0,2,2,5.069875065,2,0,0,1,0,1,0,2.682316053,2
Adam Ross,606-61-8589,"379 Tanya Wall, Dyerchester, NY 37062",298-997-6476,1642,16,0,0,2,18.81074602,25,0,4,0,1,0,0,1.644819939,4
Sheila Foster,729-85-7548,"386 William Stravenue Apt. 912, New Anthonyview, SC 10806",527-509-6785,1643,18,1,0,4,18.11887936,24,1,0,1,1,0,0,1.396278438,4
Timothy Johnson,495-96-3356,"549 Murray Falls Suite 599, West Rachelchester, MA 16294",704-244-5117,1644,15,0,0,1,11.3361221,21,1,2,1,0,0,0,1.609486799,4
Victor Parker,139-38-3883,"9616 Barnes Run Suite 421, West Brendaport, NH 65929",517-887-2097,1645,18,0,0,2,7.08847984,19,0,2,1,0,1,0,1.187367525,4
Rachel Parrish,898-37-3692,"97155 Melton Trail, Williamfurt, MO 73964",596-125-5473,1646,15,1,3,2,7.622937641,15,0,2,1,0,1,0,2.019797023,3
Tracey Moore,061-93-4656,"USNS Martinez, FPO AP 65328",907-779-6392,1647,15,0,0,2,8.237045663,29,0,3,0,0,0,1,0.241625628,4
Erika Sutton,368-54-5508,"3503 Carl Curve, Alexandrahaven, AL 06309",556-580-6585,1648,15,0,1,0,14.55158644,19,0,2,0,0,0,0,1.247725194,4
Michael Boone,778-37-5341,"37995 Rachel Parkways, Mirandaside, NY 34368",789-463-9485,1649,18,0,0,2,9.03277991,23,0,1,0,0,1,0,0.852682363,4
Stephanie Scott,547-08-0540,"16942 Johnson Valley, Pughshire, MA 49712",382-767-8694,1650,15,1,3,0,17.13459893,22,0,1,0,0,0,0,0.965700989,4
Katherine Smith,435-01-5597,"117 Erica Place, North Laurenmouth, ID 49038",757-157-4941,1651,17,0,0,2,18.88189572,16,1,4,1,1,0,0,2.423800752,3
Cynthia Stewart,068-48-8112,"9596 Thomas Gardens, North Carl, VA 56082",612-304-1725,1652,18,0,0,2,6.718923068,15,0,1,1,0,0,0,1.741968167,4
Christy Young,832-95-9380,"0812 Velez Skyway Suite 097, East Katrina, MO 77506",459-798-6797,1653,17,1,2,1,11.21388963,5,0,1,0,0,1,0,2.845925776,2
Raymond Dudley,246-61-5015,"02656 Stephanie Lane Apt. 575, Gregoryborough, FL 07525",584-722-5008,1654,15,0,2,3,1.901130737,7,0,2,0,0,0,0,2.039564398,3
Kenneth White,509-08-1843,"PSC 7215, Box 4250, APO AP 56995",683-417-3102,1655,16,1,0,0,4.009380955,18,1,1,1,0,0,0,1.54206374,4
Tammy Griffin,631-17-9900,"03001 Cordova Brook, East Nathaniel, GA 53995",995-484-8060,1656,15,1,0,3,8.269315334,29,1,2,0,0,1,0,0.730779602,4
Adrian Salas,489-06-4402,"097 Grant Villages Suite 315, Harrisview, MN 59364",534-646-2830,1657,17,0,0,2,4.124054318,24,0,3,1,0,0,0,0.499987778,4
Thomas Santana,205-20-8486,"2865 Eric Mountains Apt. 469, Robertside, ME 00759",787-282-5705,1658,17,1,0,1,17.53120982,25,1,3,0,0,0,0,1.122889381,4
Mitchell Lawrence,323-31-9958,"62682 Roberto Meadow, New Jacobton, GA 97277",709-293-7934,1659,18,1,0,1,3.165725121,1,1,3,0,1,0,0,2.959492728,2
Timothy Stanley,667-57-4067,"USNV Sexton, FPO AP 18675",395-390-1243,1660,16,0,0,4,9.113216431,13,0,1,1,1,1,0,2.30020524,3
Elizabeth Riddle,412-19-3744,"00632 Frank Isle Suite 482, Chapmantown, ND 76103",453-934-2036,1661,18,1,0,0,12.11398481,21,0,2,0,1,0,0,1.352720764,4
Angela Lucas,750-37-2572,"56781 Lynch Camp, Port Kelseyton, UT 71987",738-602-2493,1662,17,1,0,1,13.83727816,11,1,0,1,0,0,0,2.134062038,3
Tim Gutierrez,134-04-4180,"Unit 3621 Box 8384, DPO AP 42202",441-644-8537,1663,15,0,1,1,7.661387395,16,0,0,1,0,0,1,1.29979432,4
James Bass,451-95-7386,"34077 Hayes Loaf, Stephensfort, TN 11080",315-231-6982,1664,16,0,3,2,17.38198137,27,0,2,1,0,0,0,0.747833944,4
Kristy Gilbert,560-76-4997,"919 Tyler Fort Suite 298, Chavezmouth, NM 95375",910-848-1007,1665,15,0,1,2,11.36638302,26,0,1,1,1,1,0,0.532923204,4
Aaron Bell,019-59-8573,"31562 Lisa Curve Suite 647, Whitetown, MT 11204",851-845-9013,1666,15,1,0,1,8.790155609,14,0,3,0,0,0,0,2.07376979,3
David Moss,491-29-4784,"7862 Adam Rue, Deanmouth, VA 13314",751-351-1847,1667,16,0,0,1,1.344812681,17,1,3,1,1,0,0,1.991379364,4
David Simon,451-77-4484,"Unit 0369 Box 8392, DPO AA 45855",540-455-2151,1668,18,1,3,1,9.293789369,15,0,3,1,0,0,1,1.8999596,4
Tammy Herrera,682-39-9016,"77898 Elizabeth Spurs Apt. 728, Novakton, MO 43132",247-232-3995,1669,15,1,0,1,16.41471682,12,0,3,1,1,0,0,2.614883942,2
Scott Wilson,591-21-4313,"9041 Miller Mountain, Michaelstad, ID 62747",897-228-3314,1670,17,1,0,2,12.29082036,20,1,0,1,1,1,0,1.810270744,4
Kayla Garcia,242-94-1473,"Unit 5938 Box 8387, DPO AA 96847",674-625-5088,1671,15,1,1,2,16.64324907,16,0,2,1,0,0,0,1.581931481,4
Katherine Reed,751-21-8799,"353 Miller Trail Suite 848, Lake Danielle, IA 64924",786-611-5781,1672,16,1,1,1,9.880233412,7,0,1,0,1,0,0,2.271332803,3
James Sullivan,371-81-8137,"567 Jason Square Suite 551, East Nicole, MI 51114",354-867-5557,1673,16,1,1,1,2.369234102,0,1,2,1,0,0,0,3.363670491,1
Andrew Smith,533-03-4615,"603 Ramsey Row, Matthewside, MT 96932",277-375-4520,1674,16,1,0,1,0.272796917,28,0,1,1,1,0,0,0.48129848,4
Lisa Reyes,513-42-2710,"289 Carpenter Field Suite 213, East Barbaraborough, ND 84814",279-767-2728,1675,18,0,0,4,6.064390934,24,0,0,1,1,0,0,0.199927379,4
Nicholas Greene,296-40-4504,"3448 Samantha Mills Apt. 907, West Sharonland, ME 25148",541-471-6665,1676,15,0,3,4,13.95980943,25,0,2,0,1,1,1,1.268008751,4
Brian Melendez,071-77-2360,"Unit 5434 Box 2724, DPO AP 55291",262-855-4232,1677,18,1,0,3,15.80519808,26,0,3,1,0,0,0,0.882552454,4
Diana Ryan,101-86-8282,"047 Nicholas Ridge, North Jessicashire, KY 28020",918-195-2451,1678,18,1,1,1,5.915056692,2,1,3,0,0,0,0,3.120136639,1
Jim Anderson,272-92-2857,"90909 Lisa Neck, Lake Jocelynshire, WA 16588",382-970-9153,1679,16,0,2,0,9.913078418,15,0,2,0,1,0,1,1.804154692,4
Nicholas Salazar,533-42-5415,"226 Edwards Crossroad Apt. 787, East Yolanda, AK 39972",763-102-3693,1680,16,1,1,1,8.422378089,27,0,2,1,1,1,0,0.681703644,4
Robert Smith,860-02-7945,"186 Hartman Shore, Gibsonstad, MN 31618",513-541-8414,1681,18,0,0,1,8.210455687,1,0,2,1,0,0,1,2.898261817,2
Amanda Sherman,196-25-2430,"7102 Taylor Common, Lake Rachelville, AL 37748",247-421-4252,1682,15,0,0,2,4.626974264,14,0,3,0,0,0,1,1.730318003,4
Rachel Goodman,007-71-5549,"3070 Ashley Trace, Patrickshire, TN 30912",695-684-2506,1683,17,0,1,2,2.727422101,0,1,0,1,0,1,0,3.560791672,0
Dillon Hill,269-31-1010,"5124 Justin Forges, New John, NJ 25476",756-175-2491,1684,18,1,2,3,3.933771165,8,1,3,0,1,0,0,2.528774574,2
Daniel Nguyen,512-87-6423,"20364 Cole Brook Suite 958, Reedbury, DC 03501",369-451-9396,1685,15,1,3,3,1.106647743,15,1,2,0,1,0,0,1.592387858,4
Penny Phelps,340-39-5288,"51802 Moore Pass, Youngchester, CO 50971",418-861-5839,1686,16,0,0,1,3.962614836,3,0,1,0,0,1,1,2.374130972,3
Julie Campbell,285-45-8693,"8239 Kathryn Spur Suite 064, Deniseside, MT 39771",808-396-1289,1687,16,0,0,2,0.184017953,11,1,0,1,0,0,0,1.81040948,4
Jessica Avery,469-17-2494,"434 Hale Expressway Apt. 226, Kellymouth, WV 97291",215-566-3397,1688,15,0,3,1,12.54516801,0,0,1,0,0,0,0,2.829826431,2
Kimberly Cole,105-04-1660,"Unit 1672 Box 1959, DPO AE 49397",939-456-1661,1689,17,0,2,0,6.327508148,0,1,2,0,0,0,1,3.047602089,1
Joseph Mcclure,266-30-3142,"374 Mary Village, Port Charlesberg, NV 59898",851-510-8160,1690,16,0,2,2,19.46289423,6,1,3,1,1,0,0,3.62592173,0
Tyler Cole,044-10-2255,"2190 Joshua Bypass, Gutierreztown, AL 64779",715-811-8249,1691,16,1,0,0,3.874341016,17,0,2,0,0,0,1,0.927321545,4
Rachel Mendoza,483-94-5890,"6868 Barron Fields, East Christian, NE 31196",912-167-8545,1692,16,0,1,2,6.916571406,22,0,2,1,0,0,0,1.331958949,4
Carla Davis,607-12-6702,"USNS Nolan, FPO AP 74850",996-808-6123,1693,15,1,2,1,7.156823173,27,0,4,1,1,0,1,0.779551722,4
Laurie Townsend,442-46-4391,"5928 Julia Harbor Suite 268, Port Larry, MN 39154",414-260-7676,1694,18,0,1,2,0.169029921,22,0,1,1,0,0,0,0.881358447,4
